Cooresponding CSE,Legitimate Domains,ip_address,url_length,num_dots,has_repeated_digits,num_special_chars,num_hyphens,num_slashes,num_underscores,num_question_marks,num_equal_signs,num_dollar_signs,num_exclamations,num_hashtags,num_percent,domain_length,num_hyphens_domain,has_special_chars_domain,num_special_chars_domain,num_subdomains,avg_subdomain_length,subdomain_length,subdomain_has_hyphen,subdomain_has_repeated_digits,path_length,has_query,has_fragment,has_anchor,entropy_url,entropy_domain,ssl_present,ssl_valid,ssl_days_to_expiry,ssl_issuer,url,ocr_text,laplacian_variance,brand_colors,avg_color_diff,logo_hash,logo_match_score,favicon_detected,favicon_url,favicon_size,favicon_hash,favicon_colors
Punjab National Bank (PNB),netpnb.com,15.197.240.20,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.2516291673878226,3.2516291673878226,1,1,109,"GoDaddy.com, Inc.",http://netionbd.com,,0.0,"[[29, 42, 51], [29, 42, 51], [29, 42, 51]]",-1.0,8000000000000000,-1,True,"data:,",-1,,[]
Airtel,airtel.in,192.64.119.240,17,1,False,4,0,2,0,0,0,0,0,0,0,9,0,False,0,0,0.0,0,False,False,0,False,False,False,2.94770277922009,2.94770277922009,0,0,-1,,http://aire.zone,,0.0,"[[255, 255, 255], [255, 255, 255], [255, 255, 255]]",-1.0,8000000000000000,-1,True,http://img.sedoparking.com/templates/logos/sedo_logo.png,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,47.76.130.148,28,1,False,5,1,2,0,0,0,0,0,0,0,20,1,False,0,0,0.0,0,False,False,0,False,False,False,3.546439344671015,3.546439344671015,1,1,31,Let's Encrypt,https://online-shops.website,,0.9470520833333333,"[[255, 255, 255], [49, 233, 90], [24, 231, 69]]",-1.0,e626999966669999,-1,True,https://online-shops.website/favicon.ico,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,160.124.15.138,32,1,False,6,2,2,0,0,0,0,0,0,0,24,2,False,0,0,0.0,0,False,False,0,False,False,False,3.886842188131012,3.886842188131012,1,1,46,Let's Encrypt,http://online-web-kaiyunapp.com,Failed tocapture: online-iweb-kaiyunappcom,182.21286458333333,"[[254, 254, 254], [80, 80, 80], [194, 194, 194]]",-1.0,87070f0f0f0f0f1f,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,195.161.68.8,29,1,False,4,0,2,0,0,0,0,0,0,0,21,0,False,0,0,0.0,0,False,False,0,False,False,False,3.5585186130489057,3.5585186130489057,1,1,56,Let's Encrypt,https://onlinebusiness2026.ru,~nap SIBERIAN WELLNESS: Haranba IOxkahmha 146094656 NpozVKuA AVCbI HAYATB KAPBEPY MeHA 3OBYT Haranba IOxaHuHa XMBY Amypckow obnacTh WhatsApp F3] Telegram Tpurnalaio Bac HayaTb 6v3Hec Siberian Wellness Homep Tenedoha +79146094656 Pabotaa KOMnaHMM HeCKOnbKo MecALeB; Bbl Moxete BbIMTV Ha exeMeCAYHbIM HOXOH OT 50 000 py6nen 4TO TAKOE SIBERIAN WELLNESS HAYATB KAPBEPY 3HaKOMCTBO € KOMnaHneh SIBERIAN WELLNESS TpononxwtenbHOCTb Bhneo cek Habely HAYATB KAPBEPY BERIAN WELLNESS SIBERIAN WELLNESS 3TO 6n3Hec Ha 3KO-nponyKLMM AJIA 3OpOBOrO KpacVBOrO O6pa3a XV3HM FpononxntenbHOCTb Bhqeo MMH. 10 cek Nocmotpetb MJIM KYIMTB nponyKLnio Bbl Moxete OdMLManbHOM MHTepher-Mara3mhe NEPEVTM B MHTEPHET-MATABMH Yto Bbl Moxere nonyyutb CTaB napTHepoM KOMnaHmn? Jiobon JMYHbIM aBTOMO6MJb OnnaymBaeMble nyteWecTBMA Kbaptwpa 3a cyet KoMnaHM Abtobohyc Yxe 6onee 1900 napthepoB noJyyWJM CBOV aBTO nyrewectByite c SIBERIAN WELLNESS Baky Jmpatbl Nopryrama HAYATB KAPBEPY SIBERIAN WELLNESS XKuJMLYHaA nporpaMMa Ha nOKynKy HeABVKVMOCTM HayHute Kapbepy c SIBERIAN WELLNESS V 3apabatbiBavte oT 50 000 py6nem B MecAy CraTb napTHepom SIBERIAN WELLNESS MOXHO TOJIBKO nO npuraleHMIO CBAxVTeCb CO MHOM BbILLIJIIO BaM npurraluehne OObACHiO 4ero HayaTb paboty WhatsApp 0 Telegram Hov TenedoHa: +79146094656 2 TaKoM caMT,5299.560706947362,"[[107, 108, 108], [249, 249, 249], [4, 4, 5]]",-1.0,bf4548c13f374949,-1,False,,-1,,[]
State Bank of India (SBI),sbi.co.in,,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.277613436819116,3.277613436819116,0,0,-1,,http://sbti2q.info,Failed tocapture: sbtizq into,119.76912109375,"[[254, 254, 254], [108, 108, 108], [40, 40, 40]]",-1.0,83070707070f1fff,-1,False,,-1,,[]
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,85.233.160.22,20,1,False,4,0,2,0,0,0,0,0,0,0,12,0,False,0,0,0.0,0,False,False,0,False,False,False,3.084962500721156,3.084962500721156,0,0,-1,,http://crsforge.com,,0.0,"[[255, 255, 255], [255, 255, 255], [255, 255, 255]]",-1.0,8000000000000000,-1,False,,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,87.236.16.164,22,1,False,4,0,2,0,0,0,0,0,0,0,14,0,False,0,0,0.0,0,False,False,0,False,False,False,3.52164063634332,3.52164063634332,1,1,57,Let's Encrypt,https://onlinespeak.ru,"OnlineSpeak [naBHaa Bjor KohtaKTbl Vsyyaite A3bIKA B OHJaMH € JYYLMMM npenoxabarenaMn NepcohanbHblM nOAXOA, TMGKMM rpaDuK M coBpeMeHHble MeTOAMKM o6yyehma: Hauhmte rOBOpMTb Ha MHocTpaHHOM A3blKe 4epe3 Mecal! 3anucatbca Ha npobhblM ypOK Nouey Bblbwparor Hac Mbl co3Aanm MAeanbHble YcnoBMA AJA M3yyeHMA MhoCTpaHHbIX ABbIKOB Onblthble npenogoBatenn Cobpemehhble MeTOAVKM OunaMh obyyehne RokazaHHble pezynbtatbl NpodeccwohanbHble Mcnonb3yeM HOBeMuMe 3ahwMawtecb rAe yao6HO, Bojee 95%6 CTYAEHTOB nejarorm € pazpabotku obnacTM Korza BaM y4obho hocthraiot CBOMX Henem MexayhapoAHbIMM MzyueHMa A3bIKOB ceptwdukataMm Han nporpaMMbl O6yueHMA Bbibepute Kypc Kotopbli nOJXOAVT VMeHHo Bam OunaMH WKoJa AHrnwMcKhM A3bIK AnA KwtaMcKwM A3bIK AJA HocTpaHHbIX A3bIKOB nioboro YpOBHA Aetew w noApOCTKOB MpodecchohajbHoe obyuehne Or HayMHarOlux 40 npoABMHYTbIX YBjekatelbhoe Mzyuehne niobomy MhocTpaHHOMy A3blkY nepcohanbHaa nporpaMMa MA KMTaMCKOro A3blKa B vrpoBom HyJa 10 npomBMHyTOrO YpOBHA: Kaxhoro cTyAehta popme TOToBbl Hayatb VayueHne A3blka? Bannuntecb Ha becnathblM mpobhblm ypoK M y3Halte CBOM TekyunM ypobehb BJaJehVA A3bIKOM CnaBHaa Bjor KohtaKTbl 2025 OnlineSpeak yxe",722.4332543281121,"[[244, 242, 253], [78, 72, 206], [162, 179, 194]]",-1.0,ee4e4f13919193b1,-1,True,https://onlinespeak.ru/wp-content/uploads/2025/11/mortarboard_10649045-1-150x150.png,-1,,[]
ICICI Bank,icicidirect.com,195.210.46.67,17,1,False,4,0,2,0,0,0,0,0,0,0,9,0,False,0,0,0.0,0,False,False,0,False,False,False,2.6416041678685933,2.6416041678685933,0,0,-1,,http://iciid.org,"Perhaps there will be a website soon PYC KA3 ENG Domain and hosting have been successfully configured, you only need to wait for the site itself. ~PS Internet Company"" provides hosting_services in Kazakhstan for websites of any complexiry and attendance level. At our website PS.kz you can register domain name in kz domain zone other popular zones We are working since 2003 and provide 24/7 technicalsupport: internet PS company and",577.6897691461347,"[[172, 57, 116], [245, 245, 246], [36, 40, 45]]",-1.0,b41640bf69c961bb,-1,True,http://iciid.org/favicon.ico,-1,,[]
State Bank of India (SBI),onlinesbi.sbi,172.67.191.40,24,1,False,5,1,2,0,0,0,0,0,0,0,16,1,False,0,0,0.0,0,False,False,0,False,False,False,3.5,3.5,1,1,60,Google Trust Services,https://online-betbr.com,"onbet CONECTE SE REGISTRAR ~online bet Cassino Esporte Pescaria JACKPOT online bet Subet cassino livre 2026-02-03 19:17 O que sao Apostas Esportivas?As apostas esportivas Lemocionante participar ~event Ver mais Jogadores 0 que sao Apostas Esportivas? shop77 cassino net e um passos para pedi Ganhe Grande com as esportivas sao uma ~e afiliz SAbra_ elhores Apostas em Cor forma emocionante ~somos ou operadores ative sua na nba jogos ~de CavaloslJunte-se a thumb Online bet betboo Gassino Online betshon77 Gassino onlino bot nba jogos cassi ~onlino bot thumb bot cass jogos gratis ios no jogos gratis Jogue online Jogadores online bet casino bet cassin _ online bet 777vip cassino Ter_ online bet tackles cassino iOS joqar 0 que tackles cassino?Bem ~emocionante ~gratuita para alunos dificuldades ~cassino: A Melhor Escolha para mundo ~online portuques. criada ApostadoresNo mundo das apostas online bet online bet Brasil online bet e, sem duvida, uma plataformas de apostas online mais conhecidas e respeitadas no Desde sua fundacao online bet tem se destacado Oferecer {periencia jogo completa, segura inovador para milhoes de usuarios. Ao acessar 0 site OU aplicativo online bet 0s jogadores encontrar uma interface intuitiva repleta de opcoes para apostas esportivas, cassino, jogos a viVc uito mais. 0 nome online bet tor nou-se sinonimo confiancz Jalidade no universo das apostas, sendo referencia para quem busca diversao e oportunidades de ganhos a presenca global; a online oferece suporte em diversos idiomas; incluindo 0 portugues, facilitando 0 acesso para jogadores brasileir 'de outro s paises lusofonos: onbet online bet On-line O atendimento a0 cliente e um diferencial da online bet: A plataforma oferece uporte 24 horas pOr sete dias por semana, atraves de chat ao mail e telefone. Os atendentes da online bet sao treinados para resolver duvidas e problemas de forma rapida e eficiente, garantindo que 0 jogador sempre uma experiencia positiva 0 Site conta na secac 'perguntas frequentes e possive respostas principais duvidas sobre jogos, pagam seguranca. online bet Download online bet e conhecida por suas promocoes e bonus exclusivos aue tornam experiencia jodar ainda ma emocionante. A plataforma oferece bon us de boas-vindas_promocoes semanais.cashback sorteios especiais; tudo para incentivar 0 usuario a apostar e se divertir. online bet divulga suas promocdes no site e no aplicativo,facilitandc acesso as melhores oportunidades. A palavra-chave onlir bet esta presente Itodas a campan jogador A online bet tambem oferece oportunidades para quem se tornar um agente jogos; promovendo a plataforma recebendo comissoes pelas indicacoes. 0 prog de agencia da online be estruturado uporte dedicado e materiais de divulgacao exclusivos. A palavra-chave online b et esta presente em todas as etapas do Droce ~facilitando 0 entendimento e a partic dos interessados Jogadores ~online bet vai na bet cassino jogos gratis ~vindo ao undo EsportivasINo Esportivas em ap online bet jogos eiras cassino iOS Apalmeiras cassino JodosSe voce esta rocurando por uma experiencia emociona no mundo 0s jo online bet unibet cassino Joque online Ganhe Grande Melhores Apostas Corridas de CavalosIJunte-se a unibet cassino hoie e des Jogadores Morgan Jeames 26-02-03 18.27 Versoes de festivais costumam ter 'Finger 26-02-03 17.45 2026-02-03 16.43 ) import JoGOS CONTAC ""INFORMATION onbet uchi cassino entretenimento espomt be ? bet@online-betbr com Androic +55 47- Cassino de Luxo Diversao e xclusivasl ONLINE BET Bonus de Quanto Mais Joqa.Mais GanhalONLINE Catarina Sac ~UC 8-1862_ vamal cassino on-line Esportiv |Diversac CompletalONLINE Vantagem 668v bet Redulamentos-Informacoes Sobre Com destaqu",2640.3626746265636,"[[252, 252, 252], [19, 36, 41], [195, 56, 40]]",-1.0,9d0597151d973716,-1,True,https://www.online-betbr.com/imges/online%20bet/online%20bet_logo-32x32.png,-1,,[]
Punjab National Bank (PNB),netpnb.com,185.53.179.137,22,1,False,4,0,2,0,0,0,0,0,0,0,14,0,False,0,0,0.0,0,False,False,0,False,False,False,3.378783493486176,3.378783493486176,1,1,83,Let's Encrypt,https://nextspin.click,This website coming soonl Build your website for free on Savcom: Domains on Sav come with free Privacy Protection; DNS SSL and Sav More nextspin click Related Searches: REVOLUTIONARY GAMING EXPERIENCE ONLINE TRADING PLATFORMS 100% ONLINE COURSE ONLINE ORIGINAL SERIES AI SOLUTIONS FOR ENTERPRISES Privacy policy,1544.6299604948565,"[[19, 25, 49], [249, 250, 249], [85, 92, 115]]",-1.0,949595959595d4d5,-1,True,https://nextspin.click/favicon.ico,-1,,[]
Airtel,airtel.in,199.59.243.228,15,1,False,4,0,2,0,0,0,0,0,0,0,7,0,False,0,0,0.0,0,False,False,0,False,False,False,2.521640636343318,2.521640636343318,0,0,-1,,http://ai3.lat,Failed tocapture 313.lat,97.79992621527778,"[[254, 254, 254], [40, 40, 40], [118, 118, 118]]",-1.0,83030707070f3fff,-1,False,,-1,,[]
HDFC Bank,hdfc.com,23.224.56.208,16,1,False,4,0,2,0,0,0,0,0,0,0,8,0,False,0,0,0.0,0,False,False,0,False,False,False,3.0,3.0,0,0,-1,,http://h4df.com,Failed tocapture: h4dtcom,110.9315451388889,"[[254, 254, 254], [37, 37, 37], [126, 126, 126]]",-1.0,83070707070f1fff,-1,True,http://h4df.com/favicon.ico,-1,,[]
Airtel,airtel.in,91.108.106.49,19,1,False,4,0,2,0,0,0,0,0,0,0,11,0,False,0,0,0.0,0,False,False,0,False,False,False,3.095795255000934,3.095795255000934,1,1,64,Let's Encrypt,https://airebels.in,airebelsin Blog Hello worldl Welcome to WordPress This is your first post: Edit or deleteit; then start writing! November 9.2025 airebels in Events About Shop FAOs Patterns Authors Themes Twenty Twenty-[ Designed with WordPress Blog Fic,718.4126769682321,"[[254, 254, 254], [57, 48, 55], [171, 174, 176]]",-1.0,983c1e87c7c303f9,-1,True,https://airebels.in/favicon.ico,-1,,[]
State Bank of India (SBI),sbi.co.in,156.226.74.231,18,1,False,4,0,2,0,0,0,0,0,0,0,10,0,False,0,0,0.0,0,False,False,0,False,False,False,3.321928094887362,3.321928094887362,1,1,36,Let's Encrypt,https://shbaix.com,ExnepiFmYIt:,135.15067534722223,"[[254, 254, 254], [98, 105, 121], [232, 214, 183]]",-1.0,870f0f0f0f0f0f0f,-1,True,https://shbaix.com/favicon.ico,-1,,[]
