Cooresponding CSE,Legitimate Domains,Identified Phishing/Suspected Domain Name
State Bank of India (SBI),sbicard.com,bitcard.cards
State Bank of India (SBI),onlinesbi.sbi,onlinebglapp.com
State Bank of India (SBI),onlinesbi.sbi,onlineirelandbesstcasino.com
HDFC Bank,hdfcergo.com,hfdego.com
Bank of Baroda (BoB),bankofbaroda.in,banqofr.com
Airtel,airtel.in,airtec-t.com
State Bank of India (SBI),sbi.co.in,sepbii.com
State Bank of India (SBI),onlinesbi.sbi,onlinegamesnow.world
HDFC Bank,hdfclife.com,hdwlife.com
State Bank of India (SBI),onlinesbi.sbi,onlinegabling.com
State Bank of India (SBI),onlinesbi.sbi,onlinefunmagic.com
Punjab National Bank (PNB),netpnb.com,qr.net.ru
Punjab National Bank (PNB),netpnb.com,panteonb.info
National Informatics Centre (NIC),accounts.mgovcloud.in,moohcloud.ch
State Bank of India (SBI),onlinesbi.sbi,onlinetikas.shop
State Bank of India (SBI),onlinesbi.sbi,online88vi.com
State Bank of India (SBI),sbi.co.in,ssabic.com
State Bank of India (SBI),onlinesbi.sbi,onlinechasesavings.com
State Bank of India (SBI),onlinesbi.sbi,onlinedatabase4u.com
State Bank of India (SBI),sbi.co.in,sobrio.shop
State Bank of India (SBI),sbilife.co.in,smislife.com
State Bank of India (SBI),onlinesbi.sbi,online88e.com
Indian Oil Corporation Limited (IOCL),iocl.com,ironclad.one
State Bank of India (SBI),yonobusiness.sbi,ownabusiness.co.uk
State Bank of India (SBI),sbi.co.in,5-bird.org
Punjab National Bank (PNB),netpnb.com,antri.net.ru
State Bank of India (SBI),onlinesbi.sbi,onlineclickshop.com
Bank of Baroda (BoB),bankofbaroda.in,banabda.web.id
Airtel,airtel.in,aielx.cc
State Bank of India (SBI),sbilife.co.in,suitlife.store
State Bank of India (SBI),onlinesbi.sbi,onlinefunsky.com
State Bank of India (SBI),onlinesbi.sbi,onlinemobileacademy.com
HDFC Bank,hdfc.com,hjfc.online
State Bank of India (SBI),onlinesbi.sbi,online2025sabong.com
State Bank of India (SBI),yonobusiness.sbi,yono.bzh
State Bank of India (SBI),onlinesbi.sbi,onlinebeans.store
State Bank of India (SBI),onlinesbi.sbi,onlinetodays.com
State Bank of India (SBI),onlinesbi.sbi,onlinebuildersolution.com
State Bank of India (SBI),onlinesbi.sbi,online-fun.rest
State Bank of India (SBI),onlinesbi.sbi,online-casino.pics
State Bank of India (SBI),sbilife.co.in,swimlife.ch
ICICI Bank,icicidirect.com,iciid.org
ICICI Bank,icicicareers.com,aicscareers.com
Indian Oil Corporation Limited (IOCL),iocl.com,ijocol6o.bond
State Bank of India (SBI),onlinesbi.sbi,onlinesabong2025.com
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crysetoria.com
Airtel,airtel.in,airtel-pay.asia
Airtel,airtel.in,albirel.com
State Bank of India (SBI),sbi.co.in,sdbi60.com
State Bank of India (SBI),onlinesbi.sbi,online-expos.com
State Bank of India (SBI),onlinesbi.sbi,onlineslotmm.com
Indian Oil Corporation Limited (IOCL),iocl.com,ipopcult.com
State Bank of India (SBI),onlinesbi.sbi,online-iyx.com
Bank of Baroda (BoB),bankofbaroda.in,bankonbetcasino-de.com
State Bank of India (SBI),onlinesbi.sbi,onlinejob24.ru
State Bank of India (SBI),onlinesbi.sbi,onlineshopingbd.top
State Bank of India (SBI),onlinesbi.sbi,onlinesabong5.com
"Civil Registration System (CRS), MHA",dc.crsorgi.gov.in,crogic.shop
State Bank of India (SBI),onlinesbi.sbi,onlinesqlcompiler.org
Airtel,airtel.in,augite1.shop
Airtel,airtel.in,art.gal
State Bank of India (SBI),sbicard.com,ssciard.me
State Bank of India (SBI),onlinesbi.sbi,onlinecloning.com
State Bank of India (SBI),onlinesbi.sbi,onlinecasino-de.site
State Bank of India (SBI),sbi.co.in,sbiuled.com
Airtel,airtel.in,airelius.info
HDFC Bank,hdfcbank.com,dhbank.net
State Bank of India (SBI),onlinesbi.sbi,onlinesabong6.com
State Bank of India (SBI),sbi.co.in,sabimi.com
State Bank of India (SBI),onlinesbi.sbi,onlineinstaperf.com
HDFC Bank,hdfc.com,hdefckw.info
Airtel,airtel.in,airporticeland.com
State Bank of India (SBI),onlinesbi.sbi,online88.world
Bank of Baroda (BoB),bankofbaroda.in,bank-boa.org
Airtel,airtel.in,aiintel.tech
State Bank of India (SBI),onlinesbi.sbi,online-hk.xyz
State Bank of India (SBI),sbi.co.in,hsbin.com
State Bank of India (SBI),sbi.co.in,5vbir.top
State Bank of India (SBI),onlinesbi.sbi,onlinethdesignal.shop
State Bank of India (SBI),onlinesbi.sbi,online-ekspertiz.com
State Bank of India (SBI),onlinesbi.sbi,onli.info
State Bank of India (SBI),onlinesbi.sbi,online-games.pics
State Bank of India (SBI),onlinesbi.sbi,onlinegaminghq.store
State Bank of India (SBI),sbi.co.in,sbivr.com
State Bank of India (SBI),onlinesbi.sbi,onlinestore.cruises
State Bank of India (SBI),onlinesbi.sbi,onlineclickshop.online
Indian Oil Corporation Limited (IOCL),iocl.com,isocel.com
State Bank of India (SBI),onlinesbi.sbi,onlineava.com
Punjab National Bank (PNB),netpnb.com,deep.net.ru
State Bank of India (SBI),yonobusiness.sbi,youthinbusiness.online
State Bank of India (SBI),onlinesbi.sbi,onlinebizmaster.com
Bank of Baroda (BoB),bankofbaroda.in,bank-boa.com
State Bank of India (SBI),onlinesbi.sbi,onlineslimmer.com
Airtel,airtel.in,airelius.live
State Bank of India (SBI),sbicard.com,bitcard.exchange
State Bank of India (SBI),onlinesbi.sbi,onlinemza.uno
State Bank of India (SBI),onlinesbi.sbi,onlinespeak.ru
State Bank of India (SBI),onlinesbi.sbi,onlineigri.net
Bank of Baroda (BoB),bankofbaroda.in,bankno.beer
Airtel,airtel.in,aireslius.biz
State Bank of India (SBI),onlinesbi.sbi,onlinedruk.dk
State Bank of India (SBI),onlinesbi.sbi,onlinesabong3.com
Indian Oil Corporation Limited (IOCL),iocl.com,bioclc.com
State Bank of India (SBI),onlinesbi.sbi,onlinehandelbm.com
Airtel,airtel.in,aire.zone
State Bank of India (SBI),sbicard.com,scards.fun
Airtel,airtel.in,albite1.shop
State Bank of India (SBI),onlinesbi.sbi,online-sale.site
HDFC Bank,hdfc.com,hdforcelab.com
State Bank of India (SBI),sbicard.com,bitcard.support
State Bank of India (SBI),sbi.co.in,subvie.online
State Bank of India (SBI),sbicard.com,bitcard.one
State Bank of India (SBI),onlinesbi.sbi,onlinema3c.com
State Bank of India (SBI),onlinesbi.sbi,onlinewp.store
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,irccg.info
State Bank of India (SBI),sbicard.com,bitcard.build
State Bank of India (SBI),sbi.co.in,5bkii.top
State Bank of India (SBI),onlinesbi.sbi,onlinebusiness2026.ru
Airtel,airtel.in,aire.works
State Bank of India (SBI),onlinesbi.sbi,onlineviewdoc.com
State Bank of India (SBI),sbi.co.in,sbiuage.com
Indian Railway Catering and Tourism Corporation (IRCTC),irctc.co.in,icrotec.be
HDFC Bank,hdfc.com,hardface.online
State Bank of India (SBI),sbi.co.in,sbigrz.com
ICICI Bank,icicicareers.com,icirete.com
State Bank of India (SBI),onlinesbi.sbi,onlinebdcrazytime.site
Bank of Baroda (BoB),bankofbaroda.in,bankonoc.com
Punjab National Bank (PNB),netpnb.com,ntp.email
State Bank of India (SBI),onlinesbi.sbi,onlinestatebank.com
State Bank of India (SBI),sbicard.com,bitcard.gold
State Bank of India (SBI),sbi.co.in,5kbij.top
